"id","activitat_id","userid","datesubmitted","grade","nevaluations"
275449,140,431,1671885661,100,2
289868,140,437,1674060864,100,8
269608,140,441,1670879107,100,1
298063,140,451,1675681688,100,1
277270,140,453,1672506201,100,3
289867,140,454,1674060858,100,4
280202,140,469,1673354549,100,4
290664,140,481,1674201692,100,1
289369,140,485,1674044834,100,5
278349,140,500,1672843288,100,1
286431,140,506,1673885657,100,1
286310,140,520,1673884117,100,5
290359,140,521,1674081167,100,3
256263,140,721,1669114067,100,13
261635,140,723,1669718245,100,7
256237,140,724,1669113637,100,8
297243,140,763,1675249089,100,1
286396,140,779,1673885230,100,1
267233,140,780,1670515690,100,2
262722,140,781,1669813002,100,8
275750,140,782,1672055042,100,3
284009,140,789,1673792787,100,2
257977,140,790,1669202313,100,1
279422,140,792,1673111939,100,12
285745,140,793,1673868084,100,1
264693,140,794,1670164139,100,1
281447,140,797,1673623916,100,4
282188,140,798,1673703010,100,2
276265,140,801,1672310431,100,3
287925,140,805,1673937698,100,1
272211,140,807,1671281004,100,16
257987,140,808,1669202388,100,5
257307,140,858,1669192699,100,5
285750,140,859,1673868237,100,2
285220,140,860,1673829116,100,4
275243,140,861,1671817182,100,2
288369,140,862,1673963517,100,1
285862,140,864,1673870204,100,2
283806,140,870,1673786219,100,3
262345,140,871,1669757209,100,12
287788,140,873,1673915682,100,8
284852,140,874,1673812828,100,2
275354,140,875,1671878342,100,13
268082,140,876,1670755488,100,4
258207,140,877,1669226329,100,1
270012,140,878,1670961984,100,3
287082,140,880,1673894710,100,3
283261,140,881,1673740639,100,1
257297,140,882,1669192623,100,10
281520,140,884,1673627459,100,4
282982,140,885,1673732310,100,2
283696,140,886,1673784384,100,2
272320,140,888,1671291826,100,9
287638,140,889,1673910673,100,1
285407,140,890,1673861724,0,1
273382,140,891,1671553719,100,2
286229,140,892,1673881616,100,1
287540,140,893,1673907245,100,4
283617,140,894,1673782682,100,2
287105,140,906,1673894974,100,5
269041,140,991,1670845253,80,3
276464,140,998,1672329972,100,1
281051,140,1003,1673540409,100,3
286768,140,1017,1673890100,0,1
275604,140,1018,1671959832,100,2
285211,140,1019,1673828146,100,1
290324,140,1023,1674079712,100,2
297894,140,1033,1675530418,100,13
262306,140,1034,1669751553,100,20
281874,140,1039,1673685463,100,2
287474,140,1044,1673905052,100,1
285888,140,1047,1673870626,100,3
290220,140,1050,1674074200,80,1
257999,140,1068,1669202573,100,8
286157,140,1078,1673880162,100,1
285006,140,1221,1673819888,100,1
286525,140,1236,1673886993,100,2
267136,141,227,1670499939,100,1
283491,141,229,1673778694,100,2
287114,141,241,1673895071,100,3
286434,141,279,1673885744,100,1
269009,141,292,1670844611,100,4
275997,141,295,1672228488,100,3
268990,141,335,1670844169,100,1
280122,141,339,1673348409,100,1
281811,141,340,1673651717,100,2
288392,141,346,1673965164,100,1
292117,141,347,1674495423,100,1
268825,141,369,1670841907,100,4
268989,141,370,1670844167,100,2
260703,141,372,1669634726,100,2
268993,141,382,1670844190,100,1
268987,141,427,1670844143,100,1
275519,141,431,1671900144,100,7
289906,141,437,1674062297,100,4
268996,141,441,1670844230,100,2
289487,141,451,1674052712,100,2
268997,141,453,1670844248,100,1
289925,141,454,1674062785,100,17
279561,141,469,1673190904,100,1
289607,141,481,1674055258,100,5
289399,141,485,1674046127,100,2
278371,141,500,1672843956,100,14
286399,141,506,1673885248,100,1
286421,141,520,1673885471,100,1
269032,141,521,1670845031,100,3
257841,141,721,1669198948,100,9
258354,141,723,1669278953,100,2
256659,141,724,1669129700,100,15
297245,141,763,1675249189,100,2
286413,141,779,1673885386,100,3
267241,141,780,1670516042,100,2
278836,141,781,1672923329,100,2
276005,141,782,1672230150,100,2
258743,141,789,1669290093,100,2
258751,141,790,1669290350,100,2
256954,141,792,1669139499,100,7
259115,141,793,1669363075,100,5
264696,141,794,1670164263,100,3
281449,141,797,1673624021,100,1
282244,141,798,1673707261,100,5
276237,141,801,1672309541,100,12
287926,141,805,1673937736,100,2
285738,141,807,1673867782,100,3
256255,141,808,1669113952,100,3
257771,141,858,1669196546,100,3
258424,141,859,1669282842,100,3
285239,141,860,1673829873,100,2
275203,141,861,1671802028,100,1
288378,141,862,1673963858,100,4
286437,141,864,1673885816,100,1
283902,141,870,1673788758,100,5
256551,141,871,1669122976,100,1
298064,141,872,1675681711,100,1
287793,141,873,1673916088,100,3
284891,141,874,1673813742,100,2
275361,141,875,1671878810,100,6
268215,141,876,1670761905,100,1
258433,141,877,1669283108,100,4
258655,141,878,1669288062,100,9
272351,141,880,1671295126,100,1
278110,141,881,1672765400,100,2
258485,141,882,1669284622,100,4
281521,141,884,1673627521,100,1
281907,141,885,1673689669,100,5
284182,141,886,1673798162,100,2
287677,141,887,1673911651,100,5
272354,141,888,1671295396,100,17
287639,141,889,1673910702,100,1
285515,141,890,1673863496,100,4
273413,141,891,1671555957,100,6
286230,141,892,1673881642,100,1
284218,141,893,1673799353,100,3
283726,141,894,1673784939,100,3
279239,141,906,1673031812,100,1
268994,141,987,1670844205,100,1
268991,141,991,1670844183,100,1
276467,141,998,1672330023,100,1
272386,141,1003,1671298689,100,12
286686,141,1017,1673888672,100,5
261724,141,1018,1669720063,100,3
258500,141,1019,1669285021,100,4
288896,141,1023,1673991776,100,20
287406,141,1025,1673903060,100,1
297735,141,1033,1675421515,100,2
256553,141,1034,1669123036,100,2
281894,141,1039,1673688711,100,1
287433,141,1044,1673903661,100,1
285980,141,1047,1673873085,100,1
258404,141,1068,1669281625,100,3
286159,141,1078,1673880219,100,1
285009,141,1221,1673819962,100,1
286551,141,1236,1673887203,100,1
267137,142,227,1670500074,100,1
283494,142,229,1673778879,100,2
287131,142,241,1673895372,100,2
286455,142,279,1673886038,100,1
275471,142,292,1671891619,100,4
275998,142,295,1672228924,100,1
279127,142,335,1673002828,100,1
280126,142,339,1673348700,100,2
281814,142,340,1673652347,100,2
292118,142,347,1674495436,100,1
268833,142,369,1670841983,100,1
268705,142,372,1670839941,100,1
289613,142,427,1674055328,100,7
275521,142,431,1671900360,100,2
289931,142,437,1674062934,100,3
269604,142,441,1670877819,100,1
289503,142,451,1674053111,100,4
278297,142,453,1672830780,100,3
289946,142,454,1674063165,100,5
279734,142,469,1673212732,100,1
289626,142,481,1674055556,100,1
289403,142,485,1674046267,100,2
278351,142,500,1672843417,100,1
286424,142,506,1673885524,100,1
286436,142,520,1673885769,100,2
290365,142,521,1674081692,100,3
258024,142,721,1669203854,100,6
261693,142,723,1669719148,100,4
256688,142,724,1669130610,100,8
297246,142,763,1675249230,100,1
286418,142,779,1673885452,100,1
287416,142,780,1673903380,100,1
278840,142,781,1672923724,100,2
276012,142,782,1672230413,100,2
258806,142,789,1669292336,100,2
258772,142,790,1669290887,100,1
258766,142,792,1669290608,100,5
285420,142,793,1673861923,100,1
264698,142,794,1670164363,100,1
281452,142,797,1673624078,100,1
283347,142,798,1673770483,100,3
258796,142,801,1669291898,100,1
261564,142,805,1669715308,100,4
285751,142,807,1673868301,100,3
256605,142,808,1669127811,100,3
257721,142,858,1669196231,100,2
258475,142,859,1669284466,100,3
285244,142,860,1673830250,100,1
275204,142,861,1671802079,100,1
288380,142,862,1673963955,100,1
286480,142,864,1673886367,100,1
283912,142,870,1673788975,100,1
258614,142,871,1669287215,100,3
298065,142,872,1675681799,100,1
287817,142,873,1673917224,100,5
284898,142,874,1673813952,100,1
275396,142,875,1671881201,100,4
268228,142,876,1670762659,100,1
258495,142,877,1669284815,100,1
258672,142,878,1669288274,100,2
287645,142,880,1673910772,100,2
278116,142,881,1672765670,100,1
258511,142,882,1669285226,100,6
281522,142,884,1673627573,100,1
281922,142,885,1673690670,100,4
284226,142,886,1673799594,100,2
287719,142,887,1673913087,100,1
272358,142,888,1671295925,100,3
287641,142,889,1673910729,100,1
285541,142,890,1673864046,100,3
287902,142,891,1673933066,100,4
286231,142,892,1673881663,100,1
258483,142,893,1669284584,100,7
283761,142,894,1673785401,100,1
281825,142,906,1673653524,100,1
269552,142,991,1670873352,100,1
276469,142,998,1672330116,100,1
258491,142,1003,1669284756,100,6
285510,142,1017,1673863400,100,1
275835,142,1018,1672162332,100,1
258533,142,1019,1669285798,100,3
288903,142,1023,1673992086,100,4
297737,142,1033,1675421820,100,1
258933,142,1034,1669304250,100,1
281917,142,1039,1673690034,100,1
287436,142,1044,1673903747,100,1
285993,142,1047,1673873351,100,1
258414,142,1068,1669281891,100,1
286161,142,1078,1673880239,100,1
258809,142,1215,1669292382,100,6
285156,142,1221,1673825967,100,7
286561,142,1236,1673887275,100,1
283514,143,229,1673779882,100,1
286460,143,279,1673886098,100,1
289253,143,339,1674041174,100,4
269407,143,369,1670866087,100,8
268710,143,372,1670840043,100,1
289534,143,451,1674053682,100,2
280678,143,500,1673458302,0,2
282278,143,724,1673710970,100,1
285640,143,781,1673865948,100,3
285580,143,798,1673864753,100,11
256934,143,808,1669138987,100,4
282491,143,858,1673714413,0,5
260358,143,877,1669569182,0,3
267140,144,227,1670500336,100,2
283538,144,229,1673780528,100,1
287145,144,241,1673895741,100,1
286469,144,279,1673886256,100,1
275472,144,292,1671891695,100,1
276001,144,295,1672229758,100,1
279128,144,335,1673002932,100,1
280147,144,339,1673350139,100,5
281817,144,340,1673652939,100,1
288933,144,346,1673993883,100,1
292119,144,347,1674495468,100,1
269316,144,369,1670863367,100,15
268715,144,372,1670840132,100,1
289808,144,427,1674059425,100,1
275524,144,431,1671900947,100,3
289974,144,437,1674063577,100,7
270472,144,441,1671039779,100,1
289545,144,451,1674053869,100,2
278315,144,453,1672832521,100,7
289954,144,454,1674063271,100,1
279738,144,469,1673215057,100,1
289642,144,481,1674055976,100,2
290432,144,485,1674113606,100,1
277200,144,500,1672498228,100,2
286349,144,506,1673884852,100,1
286479,144,520,1673886362,100,4
290371,144,521,1674081811,100,5
258026,144,721,1669204209,100,2
261705,144,723,1669719539,100,1
256980,144,724,1669140304,100,6
297247,144,763,1675249324,100,1
286458,144,779,1673886058,100,1
287414,144,780,1673903290,100,1
278887,144,781,1672930330,100,1
276014,144,782,1672230990,100,2
258853,144,789,1669295327,100,1
258844,144,790,1669294324,100,4
256920,144,792,1669138774,100,1
285422,144,793,1673861939,100,1
264701,144,794,1670164511,100,1
263353,144,797,1669909485,100,3
283349,144,798,1673771015,100,1
258855,144,801,1669295393,100,2
261567,144,805,1669715351,100,1
285790,144,807,1673869184,100,5
256962,144,808,1669139800,100,1
258669,144,858,1669288257,100,2
258665,144,859,1669288226,100,1
285253,144,860,1673831297,100,1
275205,144,861,1671802129,100,1
288381,144,862,1673964038,100,1
286531,144,864,1673887049,100,1
283792,144,870,1673785898,100,1
258516,144,871,1669285341,100,1
287822,144,873,1673917373,100,3
284949,144,874,1673817461,100,2
275398,144,875,1671881334,100,1
268233,144,876,1670763078,100,1
258619,144,877,1669287392,100,2
258698,144,878,1669288659,100,1
290693,144,880,1674212606,100,1
278130,144,881,1672765842,100,1
258676,144,882,1669288318,100,3
281527,144,884,1673627975,100,1
281984,144,885,1673693410,100,1
284255,144,886,1673800661,100,1
287720,144,887,1673913120,100,1
272361,144,888,1671295990,100,1
287644,144,889,1673910761,100,1
285641,144,890,1673865950,100,1
273444,144,891,1671556776,100,4
286232,144,892,1673881677,100,1
258497,144,893,1669284926,100,2
283787,144,894,1673785766,100,1
281813,144,906,1673652341,100,3
269563,144,991,1670873767,100,1
276470,144,998,1672330183,100,1
270171,144,1003,1671010012,100,1
285512,144,1017,1673863425,100,1
275844,144,1018,1672163720,100,1
258660,144,1019,1669288159,100,1
288928,144,1023,1673993332,100,12
297745,144,1033,1675422584,100,2
258937,144,1034,1669304465,100,2
281924,144,1039,1673690808,100,1
287442,144,1044,1673904136,100,1
286040,144,1047,1673875547,100,1
258473,144,1068,1669284389,100,2
286162,144,1078,1673880261,100,1
258849,144,1215,1669294663,100,2
285035,144,1221,1673820865,100,2
286575,144,1236,1673887436,100,1
267157,145,227,1670500979,100,2
283579,145,229,1673781890,100,1
287212,145,241,1673897098,100,2
286494,145,279,1673886570,100,2
269040,145,292,1670845223,100,1
276008,145,295,1672230316,100,5
269019,145,335,1670844862,100,1
280174,145,339,1673352096,100,7
281833,145,340,1673655287,100,7
288414,145,346,1673966692,100,7
292120,145,347,1674495490,100,1
269326,145,369,1670863683,100,1
269016,145,370,1670844846,100,2
268723,145,372,1670840364,100,4
269018,145,382,1670844857,100,1
269017,145,427,1670844855,100,1
275525,145,431,1671901036,100,1
290008,145,437,1674064281,100,10
269038,145,441,1670845128,100,7
289585,145,451,1674054991,100,7
269025,145,453,1670844908,100,3
290013,145,454,1674064354,100,6
279736,145,469,1673214319,100,1
290665,145,481,1674201778,100,1
291205,145,485,1674325436,100,1
278380,145,500,1672844247,100,4
286412,145,506,1673885366,100,1
286517,145,520,1673886945,100,2
269028,145,521,1670844945,100,1
258027,145,721,1669204965,100,1
261728,145,723,1669720105,100,1
257098,145,724,1669146321,100,3
297249,145,763,1675249361,100,1
286464,145,779,1673886149,100,2
287419,145,780,1673903440,0,1
282667,145,781,1673718455,100,4
276022,145,782,1672231564,100,8
258856,145,789,1669295471,100,1
259769,145,790,1669471279,100,4
258778,145,792,1669291095,100,2
285449,145,793,1673862326,100,2
264702,145,794,1670164528,100,1
281463,145,797,1673624432,100,2
283354,145,798,1673771613,100,3
258837,145,801,1669294046,100,6
287929,145,805,1673938242,100,2
285844,145,807,1673869962,0,1
258339,145,808,1669277598,100,2
258693,145,858,1669288602,100,4
258709,145,859,1669289012,100,1
285258,145,860,1673832351,100,4
275214,145,861,1671811830,100,4
288382,145,862,1673964110,100,1
286607,145,864,1673887688,100,1
283918,145,870,1673789238,100,2
261881,145,871,1669725038,100,9
298068,145,872,1675681909,100,2
287829,145,873,1673918855,100,3
284959,145,874,1673818274,100,1
275458,145,875,1671886897,100,3
268240,145,876,1670763917,100,2
258613,145,877,1669287214,100,2
258700,145,878,1669288695,100,1
290695,145,880,1674212739,100,2
285957,145,881,1673872103,100,7
285448,145,882,1673862298,100,4
287502,145,884,1673905891,100,3
281943,145,885,1673692027,100,3
284312,145,886,1673802142,100,2
285900,145,888,1673870927,100,1
287646,145,889,1673910791,100,1
290685,145,890,1674211387,0,5
273460,145,891,1671557419,100,9
286233,145,892,1673881689,100,1
284228,145,893,1673799680,0,4
284463,145,894,1673804444,100,17
281807,145,906,1673650941,100,9
269034,145,987,1670845055,100,1
269020,145,991,1670844869,100,1
276471,145,998,1672330238,100,1
270172,145,1003,1671010073,100,1
290010,145,1007,1674064301,100,1
258699,145,1017,1669288660,100,1
275849,145,1018,1672165535,100,1
271524,145,1019,1671132646,100,4
290017,145,1023,1674064374,100,15
297754,145,1033,1675423415,100,7
258983,145,1034,1669306078,100,3
283337,145,1039,1673765481,100,4
287443,145,1044,1673904149,100,1
286067,145,1047,1673876680,100,2
258527,145,1068,1669285642,100,2
286164,145,1078,1673880282,100,1
258857,145,1215,1669295497,100,1
285153,145,1221,1673825751,100,11
286742,145,1236,1673889551,100,3
267188,147,227,1670502496,100,5
283589,147,229,1673782165,100,1
287258,147,241,1673897921,100,1
286515,147,279,1673886944,100,2
255509,147,292,1669039893,100,1
276024,147,295,1672233604,100,1
257054,147,335,1669143465,100,1
257664,147,339,1669195702,100,1
285770,147,340,1673868722,100,2
289360,147,346,1674044546,100,3
292121,147,347,1674495714,100,1
257745,147,369,1669196352,100,1
289734,147,370,1674058225,100,1
268733,147,372,1670840598,100,2
289011,147,427,1674027897,100,1
255758,147,431,1669060771,100,1
290021,147,437,1674064421,100,2
269841,147,441,1670941684,100,2
289639,147,451,1674055854,100,1
255639,147,453,1669051553,100,1
290022,147,454,1674064439,100,1
279743,147,469,1673215582,100,1
289691,147,481,1674057136,100,3
291222,147,485,1674326131,100,5
257474,147,500,1669194484,100,5
257658,147,506,1669195666,100,1
286585,147,520,1673887530,100,1
290385,147,521,1674083003,100,2
258848,147,721,1669294662,100,8
261565,147,723,1669715336,100,1
258269,147,724,1669232817,100,14
297252,147,763,1675249480,100,3
286468,147,779,1673886187,100,1
269802,147,780,1670928700,100,2
282851,147,781,1673723369,100,2
277613,147,782,1672653894,100,3
261641,147,789,1669718404,100,1
259819,147,790,1669480887,100,1
257019,147,792,1669141585,100,2
261553,147,793,1669714719,100,1
264704,147,794,1670164743,100,2
261552,147,797,1669714699,100,1
261647,147,798,1669718463,100,1
261547,147,801,1669714628,100,4
287930,147,805,1673938267,100,4
272384,147,807,1671298327,100,3
258800,147,808,1669292012,100,1
258278,147,858,1669235078,100,1
284170,147,859,1673797701,100,2
285268,147,860,1673833390,100,2
274516,147,861,1671723422,100,1
282606,147,862,1673717062,100,1
287017,147,864,1673893787,100,1
284086,147,870,1673795637,100,5
258365,147,871,1669279794,100,2
298076,147,872,1675682184,100,1
287833,147,873,1673920567,100,4
284971,147,874,1673818783,100,1
275459,147,875,1671887073,100,1
269679,147,876,1670916460,100,1
259505,147,877,1669394830,100,7
270532,147,878,1671042474,100,1
287336,147,880,1673900731,100,1
281633,147,881,1673635644,100,1
261802,147,882,1669722881,100,3
284127,147,884,1673796801,100,4
282044,147,885,1673696484,100,2
284359,147,886,1673802975,100,2
287717,147,887,1673913050,100,3
282670,147,888,1673718483,100,3
287648,147,889,1673910815,100,1
285867,147,890,1673870251,100,3
273510,147,891,1671558822,100,3
286234,147,892,1673881709,100,1
258336,147,893,1669277338,100,1
283849,147,894,1673787287,100,2
279302,147,906,1673040969,100,1
257669,147,987,1669195769,100,1
256978,147,991,1669140277,100,1
276473,147,998,1672330303,100,1
270174,147,1003,1671010140,100,2
290018,147,1007,1674064376,100,1
285693,147,1017,1673867125,100,2
276535,147,1018,1672335271,100,1
271533,147,1019,1671134079,100,1
288971,147,1023,1673996287,100,4
297757,147,1033,1675423624,100,1
259039,147,1034,1669310363,100,3
281996,147,1039,1673694371,100,1
287446,147,1044,1673904175,100,1
286073,147,1047,1673877018,100,3
290292,147,1050,1674078546,100,1
258374,147,1068,1669280599,100,1
286166,147,1078,1673880324,100,1
277424,147,1221,1672594623,100,1
286755,147,1236,1673889840,100,1
267199,148,227,1670503006,100,6
283616,148,229,1673782678,100,2
287325,148,241,1673899705,100,5
286564,148,279,1673887295,100,5
275477,148,292,1671892234,100,6
276030,148,295,1672234203,100,5
279133,148,335,1673003357,100,9
280182,148,339,1673353415,100,4
286311,148,340,1673884127,100,3
290273,148,346,1674078041,0,2
292124,148,347,1674495741,100,1
257762,148,369,1669196472,100,4
289824,148,370,1674059740,100,7
268740,148,372,1670840816,100,3
289457,148,427,1674049836,100,10
275526,148,431,1671901555,100,2
290042,148,437,1674065048,100,5
279896,148,441,1673266575,0,6
289686,148,451,1674057003,100,8
277282,148,453,1672508128,100,21
290041,148,454,1674064949,100,2
279754,148,469,1673217041,100,3
290666,148,481,1674201815,100,4
291286,148,485,1674327505,100,12
278527,148,500,1672855274,100,37
286362,148,506,1673884967,100,4
286643,148,520,1673888100,100,5
290389,148,521,1674083102,100,1
260081,148,721,1669547170,100,3
278078,148,723,1672759869,100,11
260377,148,724,1669569754,100,13
297253,148,763,1675249526,100,1
286471,148,779,1673886296,100,1
270182,148,780,1671010993,100,6
282916,148,781,1673727239,100,15
277630,148,782,1672654666,100,8
261679,148,789,1669718923,100,2
259852,148,790,1669487150,100,8
258831,148,792,1669293389,100,9
283624,148,793,1673782940,100,1
264705,148,794,1670164884,100,1
261620,148,797,1669717823,100,5
261675,148,798,1669718876,100,8
283547,148,801,1673780914,100,12
287931,148,805,1673938304,100,1
273203,148,807,1671493533,100,9
260006,148,808,1669539420,100,5
258448,148,858,1669283838,100,7
284212,148,859,1673799198,100,1
285272,148,860,1673834198,100,4
275141,148,861,1671789026,100,10
288383,148,862,1673964213,100,5
287102,148,864,1673894928,100,3
284129,148,870,1673796889,100,3
261826,148,871,1669723546,100,3
298077,148,872,1675682217,100,1
287840,148,873,1673921183,100,7
285019,148,874,1673820481,100,11
275516,148,875,1671898158,100,23
269680,148,876,1670917770,100,1
270366,148,877,1671034326,100,3
270579,148,878,1671044130,100,11
290700,148,880,1674213019,100,10
282801,148,881,1673721152,100,5
261828,148,882,1669723589,100,9
287507,148,884,1673906015,100,4
282099,148,885,1673698031,100,8
284458,148,886,1673804377,100,7
282711,148,888,1673719263,100,4
287650,148,889,1673910850,100,1
285918,148,890,1673871151,0,1
285463,148,891,1673862670,100,13
286236,148,892,1673881847,100,1
261825,148,893,1669723541,100,8
284141,148,894,1673797092,100,10
279316,148,906,1673043115,100,14
286646,148,987,1673888148,100,6
264363,148,991,1670092376,100,8
276474,148,998,1672330363,100,1
270181,148,1003,1671010851,100,2
290040,148,1007,1674064911,100,5
287103,148,1017,1673894960,100,8
276851,148,1018,1672418733,100,6
271651,148,1019,1671142430,100,2
288989,148,1023,1673996940,100,17
297764,148,1033,1675424859,100,6
261831,148,1034,1669723652,100,2
283338,148,1039,1673765514,100,5
287452,148,1044,1673904277,100,1
286595,148,1047,1673887605,100,4
290329,148,1050,1674079802,100,9
258595,148,1068,1669286783,100,9
286169,148,1078,1673880381,100,1
285149,148,1221,1673825588,100,21
286763,148,1236,1673890058,100,3
292839,149,229,1674751598,100,9
289200,149,279,1674039496,100,1
276031,149,295,1672234232,100,1
280208,149,339,1673354895,100,8
260670,149,369,1669632979,100,4
268745,149,372,1670841005,100,2
290337,149,441,1674080069,0,1
277195,149,500,1672497365,0,0
282413,149,724,1673713177,100,4
283809,149,781,1673786297,100,7
285607,149,798,1673865304,100,3
260704,149,808,1669634993,100,2
282151,149,858,1673701324,100,2
270594,149,878,1671044711,0,1
282736,149,888,1673719869,0,1
286701,149,987,1673888967,100,1
267670,150,227,1670614798,100,2
286318,150,229,1673884259,100,2
287568,150,241,1673908560,100,4
286598,150,279,1673887624,100,2
260198,150,292,1669554847,100,1
276036,150,295,1672234793,100,5
258993,150,335,1669306495,100,3
268425,150,339,1670780023,100,2
286590,150,340,1673887556,100,5
272790,150,346,1671447621,100,2
292136,150,347,1674496512,100,4
260614,150,369,1669630686,100,2
286880,150,370,1673892041,100,8
268786,150,372,1670841470,100,5
289013,150,427,1674028601,100,2
275528,150,431,1671903278,100,2
290057,150,437,1674065693,100,3
279908,150,441,1673280255,100,15
289835,150,451,1674060134,100,2
260112,150,453,1669548489,100,5
290061,150,454,1674065786,100,2
279756,150,469,1673218496,100,1
289841,150,481,1674060191,100,6
292823,150,485,1674749870,100,1
277118,150,500,1672482263,100,5
272793,150,506,1671447754,100,10
286765,150,520,1673890070,100,1
298101,150,521,1675692156,100,1
260114,150,721,1669548543,100,3
261596,150,723,1669716959,100,6
260415,150,724,1669571913,100,1
297254,150,763,1675249704,100,1
286487,150,779,1673886491,100,5
270935,150,780,1671106471,100,4
278930,150,781,1672932405,100,9
277647,150,782,1672658742,100,7
284225,150,789,1673799503,100,4
261700,150,790,1669719305,100,2
257067,150,792,1669144989,100,3
261528,150,793,1669713093,100,2
264706,150,794,1670165094,100,1
261733,150,797,1669720192,100,5
283446,150,798,1673777136,100,4
261582,150,801,1669716501,100,2
287933,150,805,1673938419,100,1
258840,150,808,1669294198,100,3
258486,150,858,1669284630,100,1
284252,150,859,1673800557,100,2
285280,150,860,1673835422,100,3
275225,150,861,1671813740,100,7
288384,150,862,1673964302,100,5
287173,150,864,1673896469,100,5
284197,150,870,1673798536,100,1
261798,150,871,1669722652,100,2
298033,150,872,1675629651,100,1
287852,150,873,1673923885,100,11
285122,150,874,1673823304,100,10
286829,150,875,1673890932,0,0
269977,150,876,1670957737,100,1
260419,150,877,1669572503,100,1
271510,150,878,1671131822,100,1
287481,150,880,1673905151,100,6
282819,150,881,1673722138,100,9
284184,150,882,1673798185,100,11
284164,150,884,1673797596,100,1
283378,150,885,1673773178,100,5
285457,150,886,1673862495,100,1
284039,150,887,1673793647,100,1
282815,150,888,1673721873,100,2
287652,150,889,1673910885,100,1
290705,150,890,1674213638,100,5
273587,150,891,1671565929,100,4
285657,150,892,1673866183,100,3
261838,150,893,1669723978,100,3
284200,150,894,1673798791,100,1
279697,150,906,1673206771,100,2
260610,150,987,1669630312,100,1
264380,150,991,1670093221,100,1
276475,150,998,1672330478,100,1
270191,150,1003,1671011917,100,2
290062,150,1007,1674065795,100,8
286002,150,1017,1673873492,100,5
276865,150,1018,1672419659,100,3
283092,150,1019,1673736377,100,4
289062,150,1023,1674036109,100,6
297769,150,1033,1675425567,100,5
261419,150,1034,1669708576,100,4
282479,150,1039,1673714242,100,1
287458,150,1044,1673904384,100,1
286748,150,1047,1673889629,100,1
290377,150,1050,1674082282,0,6
261390,150,1068,1669705076,100,2
286175,150,1078,1673880410,100,1
277456,150,1221,1672598052,100,2
286784,150,1236,1673890349,100,2
267724,151,227,1670617950,100,3
286346,151,229,1673884817,100,1
287612,151,241,1673909991,100,1
286610,151,279,1673887720,100,1
275480,151,292,1671892704,100,3
276040,151,295,1672234885,100,2
279141,151,335,1673004888,100,3
280304,151,339,1673365844,100,1
286872,151,340,1673891957,100,3
278316,151,346,1672832687,0,1
292137,151,347,1674496532,100,1
260650,151,369,1669632037,100,4
288465,151,370,1673968792,100,5
268826,151,372,1670841911,100,2
289086,151,427,1674036759,100,1
275534,151,431,1671905209,100,3
290090,151,437,1674066644,100,3
279909,151,441,1673280389,100,1
289881,151,451,1674061115,100,1
277422,151,453,1672594180,100,2
290105,151,454,1674066892,100,12
280300,151,469,1673365693,100,6
297471,151,481,1675342908,100,9
292829,151,485,1674750379,100,3
278384,151,500,1672844687,100,7
286294,151,506,1673883717,100,1
286834,151,520,1673891149,100,3
298102,151,521,1675692275,100,1
260132,151,721,1669549375,100,1
278080,151,723,1672760833,100,7
261543,151,724,1669714384,100,1
297255,151,763,1675249810,100,1
286638,151,779,1673888065,100,1
282455,151,780,1673713773,100,2
278931,151,781,1672932494,100,1
277898,151,782,1672683438,100,1
284251,151,789,1673800535,100,2
261722,151,790,1669720046,100,4
261586,151,792,1669716716,100,1
261584,151,793,1669716710,100,1
284135,151,794,1673796974,100,2
285582,151,797,1673864828,100,6
283495,151,798,1673779069,100,4
285648,151,801,1673866007,100,6
287934,151,805,1673938571,100,1
259520,151,808,1669397688,100,3
261866,151,858,1669724828,100,9
284263,151,859,1673800842,100,2
285285,151,860,1673836292,100,1
275232,151,861,1671815147,100,3
288385,151,862,1673964525,100,1
287244,151,864,1673897620,100,2
284253,151,870,1673800590,100,1
261865,151,871,1669724827,100,1
298034,151,872,1675629673,100,1
287857,151,873,1673924363,100,2
286359,151,874,1673884952,100,2
270043,151,876,1670968827,100,1
261889,151,877,1669725101,100,2
271525,151,878,1671132908,100,1
290702,151,880,1674213094,100,1
282875,151,881,1673724915,100,4
285587,151,882,1673864962,100,17
286336,151,884,1673884696,100,3
283414,151,885,1673775466,100,2
285598,151,886,1673865128,100,2
285905,151,888,1673870995,100,2
287653,151,889,1673910915,100,1
290748,151,890,1674215158,100,16
283865,151,891,1673787682,100,2
285011,151,893,1673820013,100,1
284215,151,894,1673799318,100,1
279701,151,906,1673207653,100,1
260651,151,987,1669632083,100,1
264399,151,991,1670094631,100,1
276476,151,998,1672330610,100,1
270199,151,1003,1671012474,100,3
286660,151,1017,1673888229,100,3
276894,151,1018,1672421618,100,1
283121,151,1019,1673737334,100,2
289091,151,1023,1674036866,100,5
297776,151,1033,1675426773,100,7
261863,151,1034,1669724782,100,1
282529,151,1039,1673715099,100,1
287461,151,1044,1673904408,100,1
286820,151,1047,1673890815,100,1
261877,151,1068,1669724969,100,5
286178,151,1078,1673880464,100,1
285145,151,1221,1673825242,100,2
286837,151,1236,1673891287,100,5
290267,152,227,1674077912,0,0
286453,152,229,1673886019,100,9
289625,152,339,1674055550,0,3
281118,152,369,1673544956,0,6
298097,152,431,1675688122,100,1
286814,152,500,1673890758,100,2
